Token.Sent,awareness,change_of_location,change_of_possession,change_of_state,change_of_state_continuous,existed_after,existed_before,existed_during,instigation,partitive,sentient,volition,was_for_benefit,was_used
<3.9898,0.625,0.125,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.5,0.75,0.625,0.875,0.875
abandon.7249,0.0,0.5,0.875,0.75,0.5,1.0,0.875,1.0,0.0,0.25,0.0,0.0,0.75,0.625
accelerate.5143,0.125,0.375,0.25,0.75,0.75,0.5,0.875,1.0,0.5,0.875,0.0,0.125,0.125,1.0
accept.10110,0.25,0.625,0.875,0.375,0.0,0.875,0.875,1.0,0.5,0.125,0.375,0.125,0.375,0.75
accumulate.385,0.125,0.125,0.375,0.375,0.5,1.0,0.125,0.42857142857142855,1.0,0.5,0.0,0.125,0.625,1.0
add.11072,0.0,1.0,0.375,0.375,0.0,1.0,1.0,1.0,0.5,0.375,0.0,0.0,0.125,1.0
add.3644,0.5,0.25,0.5,0.75,0.5,1.0,1.0,1.0,1.0,0.625,0.25,0.375,0.625,0.75
add.7830,0.0,0.875,0.625,0.875,0.75,1.0,1.0,1.0,0.125,0.875,0.0,0.0,0.375,1.0
address.6754,0.0,0.625,0.75,0.75,0.5,0.875,0.875,0.8571428571428571,0.5,0.875,0.0,0.0,0.0,0.875
adopt.10497,0.875,1.0,1.0,0.375,0.375,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.875,1.0
adopt.8968,0.875,1.0,1.0,0.5,0.375,1.0,1.0,1.0,0.125,0.0,0.875,0.125,0.875,1.0
advise.1473,1.0,0.625,0.0,0.75,0.75,1.0,1.0,1.0,0.375,0.125,1.0,0.875,1.0,0.375
advise.1477,1.0,0.25,0.0,0.5,0.5,1.0,1.0,0.42857142857142855,0.625,0.375,1.0,0.875,1.0,0.5
affirm.415,0.0,0.0,0.0,0.125,0.0,0.875,0.75,1.0,0.875,0.125,0.0,0.0,0.375,1.0
affirm.6055,0.375,0.25,0.375,0.375,0.0,1.0,1.0,1.0,0.875,0.25,0.125,0.5,0.875,0.25
affirm.6060,0.0,0.0,0.0,0.375,0.375,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0
allow.10830,1.0,0.25,0.0,0.375,0.5,1.0,1.0,1.0,0.75,0.0,0.875,0.875,1.0,0.875
amaze.10607,1.0,0.125,0.0,0.5,0.5,1.0,1.0,1.0,0.625,0.0,1.0,0.625,0.875,0.5
amend.3620,0.0,0.375,0.125,0.75,0.5,0.875,0.875,0.8571428571428571,0.375,0.75,0.0,0.0,0.25,0.875
appreciate.10643,0.25,0.125,0.125,0.25,0.0,0.875,0.875,1.0,1.0,0.125,0.375,0.125,0.375,0.125
appreciate.1649,0.0,0.25,0.0,0.25,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.625,0.75
approach.2340,1.0,0.375,0.0,0.0,0.0,1.0,1.0,1.0,0.375,0.0,1.0,0.75,0.75,0.5
approve.2343,1.0,0.625,1.0,0.75,0.375,1.0,1.0,0.8571428571428571,0.875,0.375,0.5,0.875,1.0,0.875
approve.5818,0.0,0.5,0.75,0.125,0.0,0.625,0.5,1.0,0.375,0.0,0.0,0.0,0.125,0.5
ask.10595,0.875,0.375,0.125,0.625,0.5,1.0,1.0,1.0,0.5,0.125,1.0,0.375,0.375,1.0
ask.11594,0.0,0.375,0.375,0.5,0.0,0.5,0.25,1.0,0.375,0.625,0.0,0.0,0.375,0.875
ask.11805,1.0,0.125,0.0,0.25,0.0,1.0,1.0,1.0,0.375,0.125,0.875,0.375,0.375,0.875
ask.12227,0.875,0.625,0.375,0.5,0.375,0.875,0.875,0.8571428571428571,0.625,0.125,0.875,0.625,0.625,0.625
ask.174,1.0,0.25,0.0,0.75,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.125,0.5
ask.7815,0.0,0.25,0.0,0.125,0.0,0.875,0.375,0.8571428571428571,0.125,0.375,0.0,0.0,0.0,0.5
assign.7097,0.125,0.625,0.5,0.5,0.375,1.0,1.0,1.0,0.875,0.125,0.0,0.0,0.5,0.875
assume.6439,0.0,0.25,0.25,0.25,0.0,0.5,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.5
assure.5745,1.0,0.25,0.0,0.375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,0.875,1.0
attach.11945,0.0,0.75,0.75,0.125,0.0,1.0,1.0,1.0,0.375,0.0,0.0,0.0,0.25,1.0
attend.10818,0.5,0.5,0.0,0.125,0.0,1.0,1.0,1.0,0.75,0.5,0.5,0.375,0.25,0.5
attend.9884,0.625,0.5,0.25,0.25,0.0,1.0,1.0,1.0,0.625,0.5,0.25,0.625,0.625,0.75
await.3485,0.0,0.125,0.125,0.375,0.0,0.875,0.5,1.0,0.875,0.375,0.0,0.0,0.375,0.625
beat.6716,1.0,0.125,0.0,0.875,0.75,1.0,1.0,1.0,0.375,0.375,0.625,0.75,0.0,0.375
beat.6717,1.0,0.375,0.0,0.5,0.5,1.0,1.0,1.0,0.625,0.125,1.0,0.875,0.5,0.5
beg.890,0.875,0.375,0.0,0.25,0.0,1.0,1.0,1.0,0.375,0.25,1.0,0.375,0.875,0.125
begin.8367,0.0,0.625,0.125,0.875,0.875,1.0,0.125,1.0,0.75,0.875,0.0,0.0,0.375,0.375
believe.458,0.0,0.0,0.0,0.25,0.0,0.625,0.625,0.5714285714285714,0.5,0.25,0.0,0.0,0.375,0.375
bite.10466,0.0,0.5,0.25,0.375,0.375,0.875,0.5,1.0,0.125,0.375,0.0,0.125,0.125,0.0
blame.397,0.875,0.625,0.125,0.25,0.0,1.0,1.0,1.0,0.75,0.5,1.0,0.125,0.125,0.75
blend.1036,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.875,0.0,0.0,0.125,0.5
boggle.1090,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.375,1.0,0.5,0.0,1.0
bring.11911,0.0,1.0,0.625,0.375,0.5,1.0,1.0,1.0,0.375,0.75,0.0,0.0,0.5,0.75
bring.374,0.0,0.0,0.375,0.375,0.375,1.0,0.75,1.0,0.625,0.875,0.0,0.0,0.0,1.0
build.5610,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.8571428571428571,0.0,0.125,0.0,0.0,0.5,0.5
buy.11792,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0
buy.12285,0.0,0.875,0.875,0.125,0.0,1.0,1.0,1.0,0.375,0.0,0.0,0.0,0.125,0.0
buy.7902,0.5,1.0,1.0,0.375,0.5,1.0,1.0,1.0,0.625,0.0,0.125,0.125,0.5,1.0
buy.8643,0.125,0.75,1.0,0.25,0.0,1.0,1.0,1.0,0.375,0.0,0.875,0.0,0.0,1.0
buy.9034,0.5,0.25,0.75,0.375,0.375,1.0,1.0,1.0,0.375,0.5,0.0,0.0,0.5,0.5
call.10287,0.875,0.25,0.375,0.125,0.0,1.0,1.0,1.0,0.375,0.75,1.0,0.625,0.125,0.625
call.10654,1.0,0.0,0.0,0.375,0.375,1.0,1.0,1.0,0.375,0.875,0.0,0.375,0.625,1.0
call.11872,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.375,0.375,0.0,0.125,0.375
call.12188,0.0,0.25,0.25,0.5,0.0,1.0,0.375,1.0,0.375,0.0,0.0,0.0,0.0,0.5
call.12250,1.0,0.0,0.0,0.25,0.0,0.875,1.0,1.0,0.25,0.75,0.5,0.125,0.375,0.5
call.12422,1.0,0.5,0.5,0.375,0.0,1.0,1.0,1.0,0.375,0.125,1.0,0.875,0.375,0.875
call.12437,0.125,0.125,0.125,0.125,0.0,0.625,0.625,0.5714285714285714,0.125,0.125,0.125,0.125,0.125,0.625
call.2045,1.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.75,0.0,1.0,0.75,0.75,0.5
call.293,0.25,0.25,0.125,0.625,0.5,0.5,0.25,0.42857142857142855,0.5,0.625,0.0,0.375,0.5,0.5
call.391,0.375,0.375,0.0,0.125,0.0,1.0,1.0,1.0,0.5,0.125,0.875,0.25,0.625,0.125
call.392,0.875,0.625,0.125,0.125,0.0,1.0,1.0,1.0,0.5,0.125,1.0,0.125,0.75,0.5
call.4757,1.0,0.25,0.0,0.75,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.625,0.5,1.0
carry.7593,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0
cement.6925,0.0,0.375,0.875,1.0,0.625,1.0,0.5,0.8571428571428571,0.875,0.375,0.0,0.125,0.0,0.875
charge.10025,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.14285714285714285,0.375,0.125,0.0,0.0,0.0,0.625
choose.10221,0.25,0.5,0.375,0.375,0.0,0.875,0.875,1.0,0.625,0.625,0.25,0.5,0.375,1.0
choose.12051,0.125,0.25,0.0,0.5,0.5,0.75,0.75,1.0,0.75,0.75,0.0,0.0,0.125,0.5
cite.6861,0.0,0.0,0.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5
cite.925,0.375,0.25,0.0,0.25,0.0,1.0,1.0,1.0,0.125,0.125,1.0,0.375,0.75,0.875
commit.6064,1.0,0.375,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
communicate.1744,0.0,0.5,0.5,0.375,0.0,0.875,0.75,0.8571428571428571,0.5,0.625,0.25,0.125,0.375,0.875
communicate.3627,0.0,0.25,0.0,0.25,0.0,0.875,0.625,0.8571428571428571,0.0,0.5,0.0,0.25,0.5,0.25
comprise.621,0.0,0.25,0.625,0.625,0.5,0.75,0.625,1.0,0.375,0.0,0.0,0.0,0.125,0.875
condemn.1232,0.375,0.25,0.25,0.25,0.0,0.625,1.0,1.0,1.0,0.375,0.125,0.0,0.375,0.5
conquer.6671,1.0,0.75,0.5,1.0,1.0,0.5,1.0,1.0,0.25,0.0,1.0,0.0,0.0,0.5
cost.5865,0.0,0.25,0.75,0.0,0.0,0.25,0.25,0.14285714285714285,0.25,0.25,0.0,0.0,0.25,0.25
count.877,0.0,0.25,0.25,0.25,0.0,1.0,1.0,1.0,0.875,0.125,0.0,0.0,0.125,1.0
cover.11401,0.0,0.25,0.125,0.125,0.0,1.0,1.0,1.0,0.875,0.0,0.125,0.0,1.0,0.625
cover.8112,0.0,0.25,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.25
create.1156,0.0,0.375,0.5,0.75,0.5,1.0,0.125,1.0,0.125,0.25,0.125,0.0,0.375,1.0
create.226,1.0,0.25,0.375,0.875,0.875,0.75,0.375,0.2857142857142857,0.375,0.375,0.375,0.5,1.0,1.0
create.6051,0.375,0.0,0.0,0.875,0.875,0.875,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.875
date.779,1.0,0.75,0.0,0.25,0.0,1.0,1.0,1.0,0.75,0.0,1.0,1.0,0.75,0.5
defeat.4220,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
deny.632,0.0,0.0,0.0,0.125,0.0,1.0,1.0,1.0,0.125,0.375,0.0,0.0,0.0,0.5
deny.679,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.375,0.0,0.0,0.0,0.5
describe.436,0.0,0.375,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5
deserve.11759,0.0,0.25,0.25,0.25,0.0,0.75,0.75,0.7142857142857143,0.125,0.375,0.0,0.0,0.0,0.375
deserve.1567,0.5,0.125,0.5,0.5,0.375,0.5,0.5,1.0,0.375,0.375,0.125,0.5,0.125,0.375
deserve.907,0.375,0.125,0.0,0.25,0.0,0.75,0.875,1.0,0.5,0.25,0.875,0.375,0.375,1.0
detect.9325,0.0,0.125,0.125,0.25,0.0,0.5,0.5,0.42857142857142855,0.5,0.25,0.0,0.0,0.5,0.125
detect.954,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0
dilute.8416,0.0,0.375,0.375,0.5,0.5,1.0,1.0,1.0,0.25,0.75,0.0,0.0,0.5,0.25
discuss.4362,0.375,0.375,0.125,0.5,0.375,0.875,1.0,1.0,1.0,0.375,0.125,0.125,0.75,0.625
dislike.7538,0.125,0.125,0.25,0.625,0.5,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.375,0.625
dislike.8230,0.625,0.5,0.25,0.5,0.375,1.0,1.0,1.0,0.75,0.75,0.875,0.25,0.0,0.5
divide.623,0.0,0.125,0.25,0.5,0.5,0.75,0.25,1.0,0.25,0.5,0.0,0.0,0.0,0.5
do.10386,0.0,0.0,0.0,0.5,0.5,1.0,0.375,0.42857142857142855,0.5,0.0,0.0,0.0,0.0,1.0
do.10921,0.0,0.25,0.125,0.625,0.375,0.125,0.875,1.0,0.625,0.125,0.0,0.0,0.625,0.875
do.11058,0.375,0.125,0.375,0.875,0.875,0.875,0.375,0.8571428571428571,0.375,0.375,0.375,0.125,0.375,0.375
do.11646,0.25,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.25,0.0,0.125,0.25,1.0
do.11998,0.0,0.0,0.0,0.5,0.5,0.625,0.625,1.0,0.125,0.0,0.0,0.0,0.0,0.5
do.12259,0.0,0.0,0.0,0.875,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
do.1641,0.0,0.25,0.375,0.75,0.5,0.875,0.875,1.0,0.875,0.5,0.0,0.0,0.25,1.0
do.2150,0.0,0.125,0.125,0.625,0.375,0.625,0.0,1.0,0.625,0.5,0.0,0.0,0.375,0.875
do.2337,0.0,0.0,0.25,0.75,0.5,0.875,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.875
do.3018,0.0,0.0,0.0,0.875,0.875,0.5,0.125,0.8571428571428571,0.0,0.5,0.0,0.0,0.625,1.0
do.5156,0.375,0.0,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.625,0.0,0.0,1.0,1.0
do.5367,0.25,0.375,0.5,0.625,0.375,0.75,0.75,1.0,0.25,0.25,0.125,0.25,0.25,0.75
do.716,0.0,0.125,0.125,0.125,0.0,0.625,0.625,0.5714285714285714,0.125,0.125,0.0,0.0,0.0,0.625
do.7203,0.375,0.125,0.125,0.25,0.0,0.5,0.5,0.42857142857142855,0.5,0.125,0.375,0.125,0.0,0.375
do.7476,0.0,0.0,0.25,1.0,1.0,1.0,0.0,0.5714285714285714,0.5,0.0,0.0,0.0,0.5,0.125
do.7731,0.0,0.375,0.0,0.75,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5
do.7735,0.0,0.0,0.0,0.625,0.5,0.5,0.0,1.0,0.0,0.375,0.0,0.0,0.5,0.875
do.7754,0.125,0.625,0.625,0.875,0.875,0.75,0.5,0.8571428571428571,0.625,0.375,0.125,0.125,0.5,0.875
do.8243,0.0,0.0,0.0,0.25,0.0,0.75,0.75,1.0,0.5,0.0,0.0,0.0,0.0,1.0
do.8561,0.0,0.125,0.125,0.25,0.0,0.75,0.5,1.0,0.375,0.125,0.0,0.0,0.125,0.875
do.8620,0.0,0.5,0.5,0.625,0.375,1.0,0.125,1.0,0.125,0.875,0.0,0.0,0.375,0.875
do.8830,0.0,0.125,0.125,0.125,0.0,0.5,0.5,0.42857142857142855,0.5,0.0,0.375,0.0,0.375,0.375
do.9018,0.0,0.0,0.0,0.125,0.0,0.5,0.375,1.0,0.375,0.25,0.375,0.0,0.375,0.375
do.9266,0.0,0.0,0.0,0.125,0.0,0.5,0.75,0.7142857142857143,0.125,0.0,0.0,0.0,0.0,0.5
do.9396,0.0,0.25,0.0,0.0,0.0,0.5,0.5,1.0,0.375,0.125,0.0,0.0,0.0,1.0
do.9799,0.0,0.375,0.625,0.75,0.5,0.5,0.5,1.0,0.0,0.375,0.0,0.0,0.375,1.0
do.9822,0.5,0.5,0.25,0.75,1.0,1.0,0.375,0.8571428571428571,0.5,0.375,0.375,0.5,0.625,1.0
do.9831,0.0,0.0,0.0,0.125,0.0,0.5,0.5,1.0,0.5,0.375,0.0,0.0,0.375,0.5
drag.6748,1.0,1.0,0.0,0.625,0.375,1.0,1.0,1.0,0.25,0.375,1.0,0.0,0.0,0.5
drop.11121,0.0,1.0,0.875,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0
drop.12217,0.0,1.0,0.875,0.5,0.5,1.0,1.0,1.0,0.25,0.125,0.0,0.0,0.375,1.0
drop.9846,0.875,0.375,0.0,0.875,0.875,1.0,1.0,1.0,0.75,0.375,0.5,0.0,0.0,0.875
e-mail.4472,0.375,0.375,0.0,0.375,0.125,1.0,1.0,1.0,0.375,0.375,0.875,0.125,0.875,0.125
earn.366,0.0,0.0,0.0,0.25,0.0,0.875,0.375,0.2857142857142857,0.0,0.125,0.0,0.0,0.0,0.0
earn.367,0.0,0.0,0.5,0.5,0.375,1.0,0.125,1.0,0.375,0.0,0.125,0.0,0.125,0.375
earn.368,0.5,0.25,0.375,0.375,0.375,1.0,0.125,0.42857142857142855,0.5,0.125,0.0,0.5,0.5,1.0
earn.370,0.0,0.375,0.0,0.0,0.0,1.0,0.5,0.7142857142857143,0.75,0.375,0.0,0.0,0.0,0.5
earn.371,0.125,0.5,0.25,0.375,0.0,0.75,0.375,0.7142857142857143,0.25,0.5,0.0,0.0,0.375,0.625
earn.383,0.0,0.25,0.125,0.625,0.375,0.875,0.5,0.5714285714285714,0.5,0.125,0.375,0.0,0.5,0.75
eat.6370,0.875,0.625,0.5,0.75,0.5,0.5,0.5,1.0,0.125,0.5,0.875,0.0,0.0,0.875
eat.9737,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5714285714285714,1.0,0.125,0.0,0.0,0.125,1.0
email.7372,0.875,0.5,0.125,0.25,0.0,1.0,1.0,1.0,0.5,0.375,1.0,0.625,0.75,0.5
employ.7202,1.0,0.625,0.0,0.875,1.0,1.0,1.0,1.0,0.375,0.75,1.0,0.375,0.0,0.625
enable.3801,0.625,0.375,0.375,0.5,0.375,1.0,1.0,1.0,0.25,0.5,0.75,0.375,0.75,0.875
encourage.5482,1.0,0.375,0.125,0.5,0.375,1.0,1.0,1.0,0.5,0.0,0.75,0.5,0.875,0.625
enjoy.11045,0.5,0.625,0.0,0.625,0.5,0.5,0.5,1.0,1.0,0.875,0.5,0.5,0.5,1.0
enjoy.11704,0.5,0.0,0.0,0.5,0.5,1.0,0.75,1.0,1.0,0.25,0.0,0.5,0.5,1.0
enjoy.2668,0.0,0.0,0.5,0.0,0.0,1.0,0.625,1.0,0.5,0.0,0.0,0.0,0.5,1.0
enjoy.4005,0.25,0.25,0.25,0.25,0.0,0.25,0.25,1.0,1.0,0.625,0.0,0.25,0.125,0.5
enjoy.8878,0.0,0.125,0.0,0.5,0.375,0.875,0.875,1.0,0.5,0.5,0.0,0.0,0.25,1.0
enjoy.9853,0.0,0.5,0.0,0.25,0.0,0.5,0.5,1.0,1.0,0.25,0.125,0.0,0.125,1.0
envision.3989,0.125,0.375,0.625,0.5,0.375,1.0,0.125,1.0,0.75,0.125,0.0,0.125,0.625,0.375
estimate.4700,0.0,0.75,0.625,0.5,0.375,1.0,1.0,1.0,0.5,0.625,0.0,0.0,0.0,1.0
examine.6435,0.0,0.75,0.125,0.5,0.5,1.0,1.0,1.0,0.0,0.375,0.625,0.0,0.125,0.5
expect.11736,0.5,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.75,0.5
expect.1988,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.7142857142857143,0.0,0.25,0.0,0.0,0.0,0.5
experience.11763,0.0,0.125,0.0,0.375,0.375,0.625,0.0,0.8571428571428571,0.0,0.125,0.0,0.0,0.625,0.375
explain.11109,0.5,0.0,0.0,0.125,0.0,1.0,1.0,1.0,0.875,0.0,0.5,0.5,0.5,1.0
explain.257,0.125,0.25,0.25,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.375,0.0,0.0,0.5
explain.9946,0.0,0.125,0.125,0.125,0.0,0.5,0.875,0.42857142857142855,0.875,0.0,0.0,0.0,0.5,0.625
explain.9947,0.0,0.0,0.125,0.125,0.0,1.0,1.0,1.0,0.125,0.375,0.0,0.0,0.0,1.0
express.1503,0.0,0.0,0.0,0.125,0.0,1.0,1.0,1.0,0.75,0.25,0.0,0.0,0.0,1.0
extend.4596,0.0,0.125,0.375,0.25,0.0,1.0,0.75,1.0,0.125,0.375,0.0,0.0,0.125,0.125
extend.5663,0.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
fail.167,0.0,0.125,0.125,0.125,0.0,0.75,0.75,0.7142857142857143,1.0,0.625,0.0,0.0,0.25,0.875
fax.4500,0.25,0.75,0.5,0.0,0.0,1.0,1.0,1.0,0.25,0.0,0.5,0.25,0.5,0.0
feature.525,0.375,0.125,0.125,0.25,0.0,1.0,1.0,1.0,0.875,0.75,0.375,0.0,0.75,0.625
feed.8558,0.0,0.875,0.375,0.5,0.375,0.25,1.0,1.0,0.375,0.375,0.125,0.0,0.0,1.0
find.10602,0.25,0.25,0.375,0.5,0.375,1.0,0.5,1.0,0.875,0.625,0.0,0.25,0.0,0.75
find.10639,1.0,0.625,0.25,0.125,0.0,1.0,1.0,1.0,0.875,0.5,1.0,0.625,0.875,0.875
find.11100,0.625,0.375,0.125,0.625,0.375,1.0,1.0,1.0,0.625,0.375,1.0,0.75,0.625,0.875
find.11446,0.0,0.375,0.75,0.375,0.0,1.0,1.0,1.0,0.0,0.125,0.0,0.0,0.125,0.125
find.12105,0.0,0.125,0.0,0.375,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.25,0.75
find.12106,0.375,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.875,0.75,1.0,0.25,0.125,1.0
find.1864,0.5,0.75,0.875,0.25,0.0,1.0,1.0,1.0,0.75,0.25,0.5,0.5,0.5,0.625
find.2823,0.0,0.375,0.25,0.25,0.0,1.0,1.0,1.0,1.0,0.125,0.375,0.0,0.5,0.125
find.5859,0.125,0.25,0.125,0.5,0.0,0.75,0.75,0.7142857142857143,0.625,0.5,0.0,0.0,0.25,0.625
find.6229,0.0,0.375,0.125,0.25,0.0,1.0,1.0,1.0,0.375,0.25,0.0,0.0,0.125,0.375
find.7311,0.875,0.875,0.875,0.125,0.0,0.875,0.875,0.8571428571428571,0.75,0.375,0.875,0.125,0.625,0.875
find.7660,0.875,0.75,0.5,0.75,0.625,1.0,1.0,1.0,0.625,0.875,1.0,0.375,1.0,1.0
find.7662,0.75,1.0,0.875,0.5,0.5,1.0,1.0,1.0,0.625,0.0,1.0,0.25,1.0,1.0
find.9843,0.25,0.25,0.25,0.125,0.0,0.5,0.875,0.42857142857142855,0.125,0.75,0.625,0.125,0.125,0.75
finish.11542,0.0,0.375,0.5,0.875,0.75,0.125,0.875,0.8571428571428571,0.75,0.5,0.0,0.0,0.5,0.5
fix.10368,0.0,0.375,0.5,1.0,1.0,1.0,1.0,1.0,0.375,0.75,0.0,0.0,0.875,1.0
fix.9825,0.25,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.125,0.625,0.0,0.125,1.0,1.0
fix.9856,0.0,0.375,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.625,0.0,0.0,0.375,1.0
fixede.10228,0.0,0.625,0.75,0.875,1.0,1.0,1.0,1.0,0.375,0.625,0.5,0.0,0.875,1.0
fly.332,0.0,1.0,0.75,0.75,0.75,0.875,1.0,1.0,0.125,0.375,0.0,0.5,0.125,0.875
follow.6134,0.125,0.375,0.125,0.125,0.0,0.875,0.75,0.7142857142857143,0.375,0.375,0.0,0.125,0.375,0.375
follow.813,0.75,0.25,0.625,0.5,0.5,0.5,1.0,1.0,0.375,0.75,0.0,0.75,0.375,0.625
forward.3892,0.0,0.75,0.75,0.5,0.375,1.0,1.0,1.0,1.0,0.625,0.0,0.0,0.5,1.0
frequent.12115,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.75,0.5,0.0,0.0,0.75,0.75
fund.1242,0.0,0.125,0.125,0.625,0.25,0.75,0.625,0.42857142857142855,0.5,0.5,0.0,0.0,1.0,0.125
generate.146,0.0,0.25,0.0,0.75,0.5,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.5,0.5
get.10109,0.0,0.75,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.125,0.0,0.0,0.25,0.875
get.11057,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.875
get.11615,0.0,0.875,0.875,0.875,0.375,0.875,1.0,1.0,0.875,0.125,0.125,0.0,0.125,0.625
get.12327,0.25,0.25,0.25,0.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.25,0.25,1.0
get.12433,0.0,0.25,1.0,0.25,0.0,1.0,0.5,1.0,1.0,0.375,0.0,0.0,0.5,1.0
get.12527,0.0,0.125,0.625,0.75,0.5,0.75,0.375,1.0,0.375,0.125,0.125,0.0,0.375,0.75
